;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
1420;2445.0;2445.0;;False;;;;Franz;Kafka;Ein Landarzt;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/erzaehlg/einlanda.xml;1919.0;179.0;351.0;2618.0;45.0;80.0;531.0;0.3875972508881411;23.0;50.0;355.0;5.0;11.0;59.0;23.0;47.0;278.0;;;17193.0;;FALSCH;FALSCH;Franz Kafka;Ein Landarzt;None;1919;;;;;;Kafka;Franz;male;1883;1924;FIK;114.0;;;Österreich/Tschechien/Deutschland;22.79202279202279;3.133903133903134;14.245014245014245;13.390313390313391
1452;2493.0;2493.0;Frida;True;fik;;;Paul;Ernst;Der Anzug des Dichters;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25340-Ernst__Paul.xml;1920.0;100.0;223.0;1664.0;28.0;92.0;617.0;0.4223281740777876;17.0;84.0;554.0;6.0;23.0;184.0;10.0;25.0;190.0;;;17473.0;;FALSCH;FALSCH;Paul Ernst;Der Anzug des Dichters;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;41.25560538116592;10.31390134529148;37.66816143497758;11.210762331838566
1505;2575.0;2575.0;;False;;;;Joachim;Ringelnatz;Vom Tabarz;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89466-Ringelnatz__Joachim.xml;1919.0;177.0;298.0;2182.0;18.0;44.0;295.0;0.3610289921308277;11.0;30.0;231.0;3.0;4.0;35.0;9.0;17.0;91.0;;;18098.0;;FALSCH;FALSCH;Joachim Ringelnatz;Vom Tabarz;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;14.76510067114094;1.342281879194631;10.06711409395973;5.704697986577181
1506;2577.0;2577.0;;False;;;;Paul;Ernst;Die Tote;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25341-Ernst__Paul.xml;1920.0;128.0;250.0;1809.0;41.0;87.0;568.0;0.4173618779017283;22.0;69.0;474.0;10.0;23.0;176.0;16.0;40.0;267.0;;;18126.0;;FALSCH;FALSCH;Paul Ernst;Die Tote;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;34.8;9.2;27.6;16.0
1514;2590.0;2590.0;;False;;;;Paul;Ernst;Die Liebesprobe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25336-Ernst__Paul.xml;1920.0;131.0;277.0;1997.0;45.0;77.0;493.0;0.4104704163231735;18.0;46.0;319.0;4.0;19.0;126.0;26.0;58.0;365.0;;;18246.0;;FALSCH;FALSCH;Paul Ernst;Die Liebesprobe;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;27.79783393501805;6.859205776173286;16.60649819494585;20.938628158844764
1518;2597.0;2597.0;Frida;True;fik;;;Klabund;None;Der Dauerbrandofen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67349-Klabund.xml;1922.0;20.0;35.0;255.0;3.0;8.0;67.0;0.4124712344557495;3.0;8.0;67.0;2.0;7.0;53.0;2.0;7.0;53.0;;;18289.0;Lennart;FALSCH;WAHR;Klabund;Der Dauerbrandofen;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;22.857142857142858;20.0;22.857142857142858;20.0
1531;2614.0;2614.0;;False;;;;Klabund;None;Im neunten Monat;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67348-Klabund.xml;1922.0;42.0;65.0;507.0;9.0;28.0;175.0;0.4159651500447165;6.0;24.0;143.0;2.0;4.0;31.0;3.0;5.0;39.0;;;18436.0;Lennart;FALSCH;WAHR;Klabund;Im neunten Monat;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;43.07692307692308;6.153846153846154;36.92307692307693;7.6923076923076925
1558;2656.0;2656.0;;False;;;;Hugo von;Hofmannsthal;Andreas oder die Vereinigten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/63617-Hofmannsthal__Hugo_von.xml;1932.0;2293.0;5519.0;45415.0;774.0;1847.0;14046.0;0.4203780500851423;375.0;1328.0;10073.0;135.0;440.0;3329.0;358.0;1126.0;8515.0;;;18759.0;Lennart;FALSCH;WAHR;Hugo von Hofmannsthal;Andreas oder die Vereinigten;None;1932;;;;;;Hofmannsthal;Hugo von;None;1907;1927;FUF;88.0;;;;33.46620764631274;7.972458778764269;24.062330132270336;20.40224678383765
1599;2722.0;2722.0;Frida;True;fik;;;Klabund;None;Kubismus;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67357-Klabund.xml;1922.0;31.0;48.0;368.0;6.0;15.0;108.0;0.4170914880932951;5.0;14.0;104.0;2.0;7.0;49.0;2.0;8.0;53.0;;;19357.0;Lennart;FALSCH;WAHR;Klabund;Kubismus;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;31.25;14.583333333333334;29.166666666666668;16.666666666666664
1620;2753.0;2753.0;;False;;;;Arthur;Schnitzler;Therese;Chronik eines Frauenlebens;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/97182-Schnitzler__Arthur.xml;1928.0;5136.0;13342.0;114659.0;1138.0;2601.0;22084.0;0.3706604835105842;673.0;1830.0;16088.0;45.0;90.0;606.0;494.0;951.0;7398.0;;;19617.0;Lennart;FALSCH;WAHR;Arthur Schnitzler;Therese;Chronik eines Frauenlebens;1928;;;;;;Schnitzler;Arthur;None;1862;1931;FIK;106.0;;;;19.494828361564984;0.6745615350022486;13.71608454504572;7.127866886523759
1638;2777.0;2777.0;;False;;;;Klabund;None;Boschel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67371-Klabund.xml;1922.0;31.0;47.0;294.0;4.0;13.0;55.0;0.3803636391929024;2.0;12.0;50.0;0.0;0.0;0.0;2.0;2.0;11.0;;;19815.0;Lennart;FALSCH;WAHR;Klabund;Boschel;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;27.659574468085108;0.0;25.53191489361702;4.25531914893617
1662;2813.0;2813.0;;False;;;;Ludwig;Thoma;Der Ruepp;Roman;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/104499-Thoma__Ludwig.xml;1921.0;6415.0;9200.0;70707.0;1194.0;2301.0;15243.0;0.393405865310021;440.0;1169.0;8587.0;96.0;216.0;1540.0;726.0;1427.0;8773.0;;;20002.0;Lennart;FALSCH;WAHR;Ludwig Thoma;Der Ruepp;Roman;1921;;;;;;Thoma;Ludwig;None;None;None;FIK;58.0;;;;25.01086956521739;2.347826086956521;12.706521739130435;15.510869565217392
1663;2814.0;2814.0;;False;;;;Klabund;None;Der Kriegsberichterstatter;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67347-Klabund.xml;1922.0;50.0;78.0;772.0;7.0;17.0;151.0;0.3689518603953073;4.0;16.0;150.0;4.0;5.0;44.0;1.0;1.0;22.0;;;20011.0;Lennart;FALSCH;WAHR;Klabund;Der Kriegsberichterstatter;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;21.7948717948718;6.41025641025641;20.51282051282051;1.282051282051282
1670;2824.0;2824.0;Frida;True;fik;;;Klabund;None;Der Spieler;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67375-Klabund.xml;1922.0;75.0;135.0;1151.0;18.0;41.0;264.0;0.4287104335857726;8.0;22.0;160.0;6.0;19.0;134.0;10.0;36.0;229.0;;;20063.0;Lennart;FALSCH;WAHR;Klabund;Der Spieler;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;30.37037037037037;14.074074074074074;16.296296296296298;26.666666666666668
1679;2835.0;2835.0;;False;;;;Klabund;None;Leuchtet Ihre Uhr des Nachts;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67334-Klabund.xml;1918.0;111.0;160.0;1200.0;12.0;27.0;176.0;0.3606907410584378;7.0;21.0;134.0;0.0;0.0;0.0;5.0;6.0;42.0;;;20181.0;Lennart;FALSCH;WAHR;Klabund;Leuchtet Ihre Uhr des Nachts;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;16.875;0.0;13.125;3.75
1683;2840.0;2840.0;;False;;;;Joachim;Ringelnatz;Abseits der Geographie;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89459-Ringelnatz__Joachim.xml;1919.0;82.0;198.0;1666.0;23.0;48.0;364.0;0.3844023682558671;10.0;34.0;294.0;4.0;6.0;62.0;10.0;19.0;117.0;;;20225.0;;FALSCH;FALSCH;Joachim Ringelnatz;Abseits der Geographie;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;24.24242424242424;3.0303030303030303;17.17171717171717;9.595959595959595
1704;2875.0;2875.0;;False;;;;Klabund;None;Gestellung;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67346-Klabund.xml;1922.0;55.0;75.0;558.0;9.0;14.0;91.0;0.3830361753414339;4.0;7.0;49.0;2.0;3.0;21.0;5.0;11.0;66.0;;;20471.0;Lennart;FALSCH;WAHR;Klabund;Gestellung;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;18.666666666666668;4.0;9.333333333333334;14.666666666666666
1711;2885.0;2885.0;;False;;;;Franz;Kafka;Eine Kreuzung;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/64968-Kafka__Franz.xml;1931.0;41.0;105.0;765.0;15.0;55.0;343.0;0.424487429778559;13.0;50.0;305.0;0.0;0.0;0.0;2.0;6.0;52.0;;;20553.0;Lennart;FALSCH;WAHR;Franz Kafka;Eine Kreuzung;None;1931;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;52.38095238095239;0.0;47.61904761904761;5.714285714285714
1720;2898.0;2898.0;;False;;;;Lena;Christ;Der Dorfdummerl;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18369-Christ__Lena.xml;1919.0;106.0;206.0;1747.0;23.0;46.0;309.0;0.3791132865881396;12.0;26.0;200.0;0.0;0.0;0.0;11.0;21.0;122.0;;;20651.0;;FALSCH;FALSCH;Lena Christ;Der Dorfdummerl;None;1919;;;;;;Christ;Lena;female;1881;1920;FIK;26.0;;;Deutschland;22.330097087378643;0.0;12.62135922330097;10.194174757281552
1771;2978.0;2978.0;;False;;;;Paul;Ernst;Neue Liebe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25323-Ernst__Paul.xml;1920.0;127.0;233.0;1688.0;43.0;97.0;618.0;0.4468186742666796;21.0;58.0;356.0;4.0;11.0;68.0;22.0;71.0;465.0;;;21150.0;;FALSCH;FALSCH;Paul Ernst;Neue Liebe;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;41.63090128755365;4.721030042918455;24.892703862660944;30.47210300429185
1784;2997.0;2997.0;;False;;;;Paul;Ernst;Die gesparten Schlachtschüsseln;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25351-Ernst__Paul.xml;1920.0;112.0;277.0;2052.0;40.0;84.0;572.0;0.4138432289217087;19.0;63.0;468.0;7.0;22.0;141.0;19.0;53.0;338.0;;;21303.0;;FALSCH;FALSCH;Paul Ernst;Die gesparten Schlachtschüsseln;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;30.324909747292416;7.9422382671480145;22.743682310469318;19.13357400722021
1789;3004.0;3004.0;;False;;;;Paul;Ernst;Die Briefe des Seligen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25350-Ernst__Paul.xml;1920.0;128.0;332.0;2800.0;48.0;105.0;796.0;0.4176506421606951;19.0;39.0;288.0;9.0;17.0;152.0;27.0;78.0;593.0;;;21366.0;;FALSCH;FALSCH;Paul Ernst;Die Briefe des Seligen;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;31.626506024096383;5.120481927710843;11.74698795180723;23.49397590361446
1792;3009.0;3009.0;;False;;;;Joachim;Ringelnatz;Die Walfische und die Fremde;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89468-Ringelnatz__Joachim.xml;1919.0;102.0;170.0;1575.0;19.0;42.0;376.0;0.3804948253615345;12.0;29.0;224.0;2.0;2.0;48.0;5.0;14.0;131.0;;;21386.0;;FALSCH;FALSCH;Joachim Ringelnatz;Die Walfische und die Fremde;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;24.705882352941178;1.1764705882352942;17.058823529411764;8.235294117647058
1797;3014.0;3014.0;;False;;;;Klabund;None;Allerseelen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67338-Klabund.xml;1918.0;60.0;87.0;658.0;13.0;27.0;184.0;0.403504292474668;6.0;15.0;103.0;1.0;1.0;3.0;7.0;14.0;96.0;;;21428.0;Lennart;FALSCH;WAHR;Klabund;Allerseelen;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;31.03448275862069;1.1494252873563218;17.24137931034483;16.091954022988507
1805;3028.0;3028.0;Frida;True;fik;;;Paul;Ernst;Der edelmütige Arlechin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25347-Ernst__Paul.xml;1920.0;140.0;316.0;2347.0;66.0;178.0;1129.0;0.4881190597463539;35.0;112.0;679.0;16.0;41.0;255.0;32.0;118.0;782.0;;;21512.0;;FALSCH;FALSCH;Paul Ernst;Der edelmütige Arlechin;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;56.32911392405063;12.974683544303796;35.44303797468354;37.34177215189873
1825;3062.0;3062.0;;False;;;;Klabund;None;Mein Bruder erzählte;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67322-Klabund.xml;1918.0;61.0;117.0;765.0;8.0;18.0;81.0;0.3634959070838191;4.0;13.0;64.0;1.0;3.0;7.0;4.0;7.0;20.0;;;21822.0;Lennart;FALSCH;WAHR;Klabund;Mein Bruder erzählte;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;15.384615384615383;2.564102564102564;11.11111111111111;5.982905982905983
1835;3080.0;3080.0;;False;;;;Klabund;None;Paula;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67370-Klabund.xml;1922.0;27.0;48.0;413.0;6.0;7.0;52.0;0.3631694244823081;5.0;7.0;52.0;1.0;1.0;12.0;1.0;3.0;24.0;;;21926.0;Lennart;FALSCH;WAHR;Klabund;Paula;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;14.583333333333334;2.083333333333333;14.583333333333334;6.25
1861;3119.0;3119.0;;False;;;;Lena;Christ;Das neue Hausregiment;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18367-Christ__Lena.xml;1919.0;270.0;392.0;2861.0;52.0;117.0;804.0;0.3978881189289993;29.0;84.0;676.0;4.0;10.0;77.0;24.0;49.0;227.0;;;22218.0;Lennart;FALSCH;WAHR;Lena Christ;Das neue Hausregiment;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;29.846938775510207;2.5510204081632653;21.428571428571427;12.5
1867;3126.0;3126.0;;False;;;;Lena;Christ;Die Scheidung;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18356-Christ__Lena.xml;1919.0;216.0;273.0;1786.0;30.0;47.0;242.0;0.375247696784565;6.0;10.0;52.0;1.0;1.0;1.0;23.0;38.0;200.0;;;22304.0;Lennart;FALSCH;WAHR;Lena Christ;Die Scheidung;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;17.216117216117215;0.3663003663003663;3.6630036630036633;13.91941391941392
1870;3129.0;3129.0;;False;;;;Lena;Christ;Madam Bäurin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18353-Christ__Lena.xml;1919.0;3426.0;5437.0;43731.0;743.0;1689.0;12732.0;0.4048662516687102;316.0;1053.0;8998.0;66.0;144.0;983.0;407.0;867.0;5485.0;;;22314.0;;FALSCH;FALSCH;Lena Christ;Madam Bäurin;None;1919;;;;;;Christ;Lena;female;1881;1920;FIK;26.0;;;Deutschland;31.06492551039176;2.6485194040831344;19.36729814235792;15.94629391208387
1872;3131.0;3131.0;;False;;;;Klabund;None;Die 99. Wiederkehr des Buddha;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/erzaehlg/buddha.xml;1922.0;66.0;148.0;1222.0;21.0;46.0;412.0;0.3964388339018155;16.0;41.0;375.0;4.0;10.0;84.0;6.0;11.0;92.0;;;22331.0;Lennart;FALSCH;WAHR;Klabund;Die 99. Wiederkehr des Buddha;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;31.08108108108108;6.756756756756757;27.7027027027027;7.432432432432432
1882;3148.0;3148.0;;False;;;;Franz;Kafka;Der Schlag ans Hoftor;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/erzaehlg/hoftor.xml;1931.0;36.0;82.0;599.0;4.0;10.0;60.0;0.364416615473583;0.0;0.0;0.0;0.0;0.0;0.0;4.0;10.0;60.0;;;22440.0;Lennart;FALSCH;WAHR;Franz Kafka;Der Schlag ans Hoftor;None;1931;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;12.195121951219512;0.0;0.0;12.195121951219512
1891;3159.0;3159.0;;False;;;;Klabund;None;Der Zahn der Zeit;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67374-Klabund.xml;1922.0;14.0;24.0;226.0;0.0;0.0;0.0;0.3265567465244396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;22549.0;Lennart;FALSCH;WAHR;Klabund;Der Zahn der Zeit;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;0.0;0.0;0.0;0.0
1908;3184.0;3184.0;Frida;True;fik;;;Paul;Ernst;Die Brüder;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25355-Ernst__Paul.xml;1920.0;126.0;367.0;2961.0;61.0;191.0;1381.0;0.4509130289052974;30.0;156.0;1135.0;15.0;54.0;394.0;24.0;60.0;414.0;;;22726.0;;FALSCH;FALSCH;Paul Ernst;Die Brüder;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;52.043596730245234;14.713896457765667;42.50681198910082;16.348773841961854
1912;3191.0;3191.0;;False;;;;Alfred;Lichtenstein;Zwei Bruchstücke aus [...] der Geschichte: »Cafe Klößchen«;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/73828-Lichtenstein__Alfred.xml;1919.0;49.0;83.0;670.0;11.0;24.0;156.0;0.4153009778727113;7.0;18.0;130.0;2.0;4.0;31.0;6.0;19.0;83.0;;;22769.0;;FALSCH;FALSCH;Alfred Lichtenstein;Zwei Bruchstücke aus [...] der Geschichte: »Cafe Klößchen«;None;1919;;;;;;Lichtenstein;Alfred;male;1889;1915;FIK;16.0;;;Deutschland;28.915662650602407;4.819277108433735;21.686746987951807;22.89156626506024
1957;3255.0;3255.0;Frida;True;fik;;;Paul;Ernst;Der moralische Eindruck;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25372-Ernst__Paul.xml;1920.0;138.0;278.0;2270.0;42.0;108.0;776.0;0.4392763310049887;21.0;93.0;656.0;10.0;60.0;445.0;16.0;53.0;407.0;;;23215.0;;FALSCH;FALSCH;Paul Ernst;Der moralische Eindruck;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;38.84892086330935;21.58273381294964;33.45323741007194;19.06474820143885
1962;3261.0;3261.0;;False;;;;Alfred;Lichtenstein;Cafe Klößchen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/73827-Lichtenstein__Alfred.xml;1919.0;334.0;557.0;4126.0;59.0;150.0;889.0;0.3942194687152468;36.0;113.0;728.0;9.0;23.0;138.0;28.0;69.0;355.0;;;23275.0;;FALSCH;FALSCH;Alfred Lichtenstein;Cafe Klößchen;None;1919;;;;;;Lichtenstein;Alfred;male;1889;1915;FIK;16.0;;;Deutschland;26.929982046678635;4.129263913824058;20.28725314183124;12.387791741472173
1987;3295.0;3295.0;;False;;;;Klabund;None;Der Gelbe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67358-Klabund.xml;1922.0;27.0;52.0;392.0;2.0;2.0;14.0;0.3358225001931066;1.0;1.0;7.0;0.0;0.0;0.0;1.0;1.0;7.0;;;23536.0;Lennart;FALSCH;WAHR;Klabund;Der Gelbe;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;3.8461538461538463;0.0;1.9230769230769231;1.9230769230769231
1991;3299.0;3299.0;;False;;;;Paul;Ernst;Die Liebesbriefe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25328-Ernst__Paul.xml;1920.0;116.0;265.0;1882.0;37.0;110.0;684.0;0.4224892795639274;20.0;85.0;547.0;4.0;7.0;38.0;16.0;41.0;226.0;;;23566.0;;FALSCH;FALSCH;Paul Ernst;Die Liebesbriefe;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;41.50943396226416;2.6415094339622645;32.075471698113205;15.471698113207546
2012;3331.0;3331.0;;False;;;;Franz;Kafka;In der Strafkolonie;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kafka/strafkol/strafkol.xml;1919.0;654.0;1560.0;12263.0;148.0;332.0;2382.0;0.3850074780278743;57.0;112.0;837.0;10.0;22.0;174.0;90.0;238.0;1674.0;;;23761.0;;FALSCH;FALSCH;Franz Kafka;In der Strafkolonie;None;1919;;;;;;Kafka;Franz;male;None;None;FIK;114.0;;;Österreich/Tschechien/Deutschland;21.28205128205128;1.4102564102564104;7.179487179487179;15.256410256410255
2037;3363.0;3363.0;;False;;;;Lena;Christ;Die blaue Krugel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18357-Christ__Lena.xml;1919.0;110.0;197.0;1702.0;23.0;42.0;238.0;0.3866234333107422;7.0;11.0;73.0;0.0;0.0;0.0;17.0;33.0;187.0;;;23982.0;Lennart;FALSCH;WAHR;Lena Christ;Die blaue Krugel;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;21.31979695431472;0.0;5.583756345177665;16.751269035532996
2042;3369.0;3369.0;;False;;;;Klabund;None;Der Flieger;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67341-Klabund.xml;1918.0;40.0;85.0;677.0;9.0;24.0;174.0;0.3798518800455077;6.0;21.0;152.0;0.0;0.0;0.0;3.0;3.0;22.0;;;24041.0;Lennart;FALSCH;WAHR;Klabund;Der Flieger;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;28.235294117647054;0.0;24.705882352941178;3.5294117647058822
2045;3372.0;3372.0;;False;;;;Alfred;Lichtenstein;Die Jungfrau;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/73829-Lichtenstein__Alfred.xml;1919.0;132.0;203.0;1727.0;20.0;52.0;389.0;0.3822353220078245;13.0;40.0;294.0;1.0;1.0;3.0;9.0;16.0;142.0;;;24074.0;;FALSCH;FALSCH;Alfred Lichtenstein;Die Jungfrau;None;1919;;;;;;Lichtenstein;Alfred;male;1889;1915;FIK;16.0;;;Deutschland;25.615763546798032;0.4926108374384236;19.704433497536947;7.881773399014778
